Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Resolucio;FrameRate;DuradaSegons;Director;ClassificacioEdat
801937;Silent Night, Deadly Night;Martin Scorsese;2025;GuióCinematogràfic|NarrativaVisual|DireccióArtística|BandaSonoraOriginal|SoDirecte|DireccióDeFotografia;https://api.themoviedb.org/3/movie//xCdSd7NnRdnL8DGLVhI95WhUNoi.jpg/images?language=ca-ES;1080p;25;7200;Martin Scorsese;TP
1448560;Wildcat;Martin Scorsese;2025;;https://api.themoviedb.org/3/movie//h893ImjM6Fsv5DFhKJdlZFZIJno.jpg/images?language=ca-ES;1080p;60;7200;Martin Scorsese;TP
1206008;Ella McCay;Martin Scorsese;2026;GuióCinematogràfic|Continuïtat|NarrativaVisual|Etalonatge|MuntatgeFinal;https://api.themoviedb.org/3/movie//iQCtK477yqp6xnHHrQG2P0lXoow.jpg/images?language=ca-ES;1080p;30;6300;Martin Scorsese;TP
1236153;Mercy;James Cameron;2026;Continuïtat|GuióCinematogràfic;https://api.themoviedb.org/3/movie//1LzdlxK9ctsnx7nXoGF1ImHKddl.jpg/images?language=ca-ES;4K;25;7200;James Cameron;TP
1563506;Salvation;Steven Spielberg;2025;DissenyDeProducció|MuntatgeFinal|SoDirecte|BandaSonoraOriginal|NarrativaVisual;https://api.themoviedb.org/3/movie//k0ux5SqOmCR7b4MUHJL5vY2jNjf.jpg/images?language=ca-ES;4K;24;5400;Steven Spielberg;TP
872585;Oppenheimer;James Cameron;2023;NarrativaVisual;https://api.themoviedb.org/3/movie//8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg/images?language=ca-ES;1080p;60;7200;James Cameron;TP
1433842;Relationship Goals;Quentin Tarantino;2026;;https://api.themoviedb.org/3/movie//o7dVxvZIKnAB7k1eeeWp2k14Es7.jpg/images?language=ca-ES;8K;24;9000;Quentin Tarantino;TP
693134;Dune: Part dos;Christopher Nolan;2024;DireccióArtística|Interpretació|SoDirecte;https://api.themoviedb.org/3/movie//upYnBVvFtAfhSJqnlQL4zqpPi12.jpg/images?language=ca-ES;720p;25;8100;Christopher Nolan;TP
315635;Spider-Man: Homecoming;James Cameron;2017;GuióCinematogràfic|Continuïtat|Etalonatge;https://api.themoviedb.org/3/movie//c24sv2weTHPsmDa7jEMN0m2P3RT.jpg/images?language=ca-ES;720p;30;8100;James Cameron;TP
1147411;Miraculous World : Tokyo, Stellar Force;Quentin Tarantino;2025;Etalonatge;https://api.themoviedb.org/3/movie//vFaopnGXRXxRf4z2Z3IgA1QtOyV.jpg/images?language=ca-ES;720p;25;5400;Quentin Tarantino;TP
361743;Top Gun: Maverick;James Cameron;2022;DireccióDeFotografia|Interpretació;https://api.themoviedb.org/3/movie//62HCnUTziyWcpDaBO2i1DX17ljH.jpg/images?language=ca-ES;720p;60;5400;James Cameron;TP
550;El club de la lluita;Quentin Tarantino;1999;;https://api.themoviedb.org/3/movie//pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg/images?language=ca-ES;720p;24;9000;Quentin Tarantino;TP
