Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Genere;BitrateKbps;EsStereo;DuradaSegons
348162;laser one-shot #3.wav;djfroyd;2022;CaptacioDeCamp|SoDielgetic;https://cdn.freesound.org/previews/348/348162_4766646-hq.mp3;Foley;Kbps128;False;1,87501
809193;Cellotape Percussion One Shot21;Soundsman23234;2020;MonoStereoAmbisonic|FrequenciaDeMostratge|CaptacioDeCamp|Postprocessament;https://cdn.freesound.org/previews/809/809193_9062490-hq.mp3;Electrònic;Kbps360;True;0,579977
86278;12 gauge shot gun.wav;Tito Lahaye;2019;AillamentAcustic|TexturaSonora|SoDielgetic;https://cdn.freesound.org/previews/86/86278_453534-hq.mp3;Natura;Kbps128;True;1,38413
569847;Gun Shot #1;danlucaz;2023;EnvolventADSR;https://cdn.freesound.org/previews/569/569847_9996727-hq.mp3;Electrònic;Kbps96;True;1,88463
809190;Cellotape Percussion One Shot19;Soundsman23234;2024;;https://cdn.freesound.org/previews/809/809190_9062490-hq.mp3;Urbà;Kbps128;True;0,535351
809198;Cellotape Percussion One Shot3;Soundsman23234;2023;Postprocessament;https://cdn.freesound.org/previews/809/809198_9062490-hq.mp3;Mecànic;Kbps64;True;0,535351
427396;Plasma - Lazer Pistol Gun Shot 1;Erokia;2019;AillamentAcustic;https://cdn.freesound.org/previews/427/427396_9497060-hq.mp3;Electrònic;Kbps192;True;5,84227
476741;Shot,scifi,powerdown,buildShort,highs.wav;CJDeets;2019;TexturaSonora|MonoStereoAmbisonic;https://cdn.freesound.org/previews/476/476741_8074450-hq.mp3;Electrònic;Kbps192;True;2,12744
476740;Shot,scifi,powerdown.wav;CJDeets;2021;LlenguatgeSonor|FontSonora|CaptacioDeCamp|Postprocessament|TexturaSonora;https://cdn.freesound.org/previews/476/476740_8074450-hq.mp3;Mecànic;Kbps64;True;1,45819
325663;Sammy's Best - Single Shot 4;sloppyjoe24;2024;LlenguatgeSonor|FrequenciaDeMostratge;https://cdn.freesound.org/previews/325/325663_2742545-hq.mp3;Electrònic;Kbps96;True;7,47733
462356;alotf_shot_fx_fly.wav;sdotlyre;2019;TexturaSonora;https://cdn.freesound.org/previews/462/462356_9683817-hq.mp3;Foley;Kbps64;True;3,8654
462355;alotf_shot_fx_deep bubz.wav;sdotlyre;2021;AillamentAcustic|LlenguatgeSonor|SoDielgetic|MonoStereoAmbisonic;https://cdn.freesound.org/previews/462/462355_9683817-hq.mp3;Natura;Kbps96;True;2,76923
462352;alotf_shot_perc_thunk.wav;sdotlyre;2019;;https://cdn.freesound.org/previews/462/462352_9683817-hq.mp3;Foley;Kbps96;True;0,956236
514036;blaster shot 5_2(Sytrus,rsmpl,3lrs,multiprcsng)series.wav;newlocknew;2023;EnvolventADSR;https://cdn.freesound.org/previews/514/514036_5828667-hq.mp3;Electrònic;Kbps96;True;9,25
514027;blaster shot 10_5(Sytrus,rsmpl,2lrs,multiprcsng)series.wav;newlocknew;2020;LlenguatgeSonor|EnvolventADSR|SoDielgetic;https://cdn.freesound.org/previews/514/514027_5828667-hq.mp3;Ambiental;Kbps192;True;2,39762
514025;blaster shot 10_3(Sytrus,rsmpl,2lrs,multiprcsng)series.wav;newlocknew;2018;TexturaSonora|EnvolventADSR;https://cdn.freesound.org/previews/514/514025_5828667-hq.mp3;Ambiental;Kbps96;True;2,3202
514023;blaster shot 10_4(Sytrus,rsmpl,3lrs,multiprcsng)series.wav;newlocknew;2022;PaisatgeSonor|FrequenciaDeMostratge;https://cdn.freesound.org/previews/514/514023_5828667-hq.mp3;Foley;Kbps64;True;2,25061
514021;blaster shot 10_1(Sytrus,rsmpl,multiprcsng)series.wav;newlocknew;2019;MonoStereoAmbisonic|Postprocessament;https://cdn.freesound.org/previews/514/514021_5828667-hq.mp3;Foley;Kbps360;True;2,14587
514019;blaster shot 10_2(Sytrus,rsmpl,3lrs,multiprcsng)series.wav;newlocknew;2023;FrequenciaDeMostratge;https://cdn.freesound.org/previews/514/514019_5828667-hq.mp3;Foley;Kbps192;True;2,31583
641372;Just!;Duisterwho;2020;TexturaSonora|PaisatgeSonor|CaptacioDeCamp|AillamentAcustic;https://cdn.freesound.org/previews/641/641372_13590673-hq.mp3;Foley;Kbps96;True;0,5
641358;KOOF!;Duisterwho;2021;CaptacioDeCamp|EnvolventADSR;https://cdn.freesound.org/previews/641/641358_13590673-hq.mp3;Electrònic;Kbps128;True;0,5
641327;Shoutout for DJ name;Duisterwho;2023;CaptacioDeCamp;https://cdn.freesound.org/previews/641/641327_13590673-hq.mp3;Urbà;Kbps64;True;2,24498
641325;listen up now this is DJ.mp3;Duisterwho;2019;;https://cdn.freesound.org/previews/641/641325_13590673-hq.mp3;Foley;Kbps360;True;2,24498
563335;Scratcher.wav;BaDoink;2022;TexturaSonora;https://cdn.freesound.org/previews/563/563335_2019171-hq.mp3;Electrònic;Kbps128;False;1,63599
563327;Flunge.wav;BaDoink;2022;;https://cdn.freesound.org/previews/563/563327_2019171-hq.mp3;Electrònic;Kbps192;False;2,3250099
563326;Introducing.wav;BaDoink;2020;CaptacioDeCamp|Postprocessament|FoleyArt;https://cdn.freesound.org/previews/563/563326_2019171-hq.mp3;Ambiental;Kbps360;False;2,14299
563325;Lemonhead.wav;BaDoink;2022;LlenguatgeSonor|FontSonora|PaisatgeSonor|TexturaSonora|FrequenciaDeMostratge|EnvolventADSR;https://cdn.freesound.org/previews/563/563325_2019171-hq.mp3;Urbà;Kbps96;False;1,81039
561419;Low Balls.wav;BaDoink;2021;MonoStereoAmbisonic;https://cdn.freesound.org/previews/561/561419_2019171-hq.mp3;Foley;Kbps360;False;0,499002
561417;MMMMMmmmh.wav;BaDoink;2018;CaptacioDeCamp;https://cdn.freesound.org/previews/561/561417_2019171-hq.mp3;Foley;Kbps192;False;0,336689
561415;Excuse Me.wav;BaDoink;2018;;https://cdn.freesound.org/previews/561/561415_2019171-hq.mp3;Electrònic;Kbps192;False;0,973651
561414;FX Lizard.wav;BaDoink;2024;PaisatgeSonor|FoleyArt|FontSonora|CaptacioDeCamp;https://cdn.freesound.org/previews/561/561414_2019171-hq.mp3;Natura;Kbps360;False;1,29401
561413;Frogger1.wav;BaDoink;2022;;https://cdn.freesound.org/previews/561/561413_2019171-hq.mp3;Mecànic;Kbps64;False;0,708005
561412;Juicy Plop.wav;BaDoink;2022;TexturaSonora|AillamentAcustic|FoleyArt;https://cdn.freesound.org/previews/561/561412_2019171-hq.mp3;Natura;Kbps128;False;0,464014
691689;drumhit_Kick5;DigitalUnderglow;2023;FoleyArt|PaisatgeSonor|Postprocessament;https://cdn.freesound.org/previews/691/691689_14904072-hq.mp3;Urbà;Kbps96;True;0,45
691688;drumhit_Kick4;DigitalUnderglow;2020;;https://cdn.freesound.org/previews/691/691688_14904072-hq.mp3;Mecànic;Kbps128;True;0,409093
514060;blaster shot 8_2(Sytrus,rsmpl,2lrs,multiprcsng)single.wav;newlocknew;2021;FrequenciaDeMostratge|FoleyArt|MonoStereoAmbisonic|PaisatgeSonor;https://cdn.freesound.org/previews/514/514060_5828667-hq.mp3;Mecànic;Kbps96;True;7,25
514059;blaster shot 9_1(Sytrus,rsmpl,multiprcsng)series.wav;newlocknew;2023;LlenguatgeSonor;https://cdn.freesound.org/previews/514/514059_5828667-hq.mp3;Electrònic;Kbps192;True;2,17279
691691;drumhit_Kick8;DigitalUnderglow;2019;FoleyArt|MonoStereoAmbisonic|FrequenciaDeMostratge|FontSonora;https://cdn.freesound.org/previews/691/691691_14904072-hq.mp3;Electrònic;Kbps128;True;2
691692;drumhit_Kick9;DigitalUnderglow;2019;;https://cdn.freesound.org/previews/691/691692_14904072-hq.mp3;Natura;Kbps96;True;0,360227
514061;blaster shot 9_2(Sytrus,rsmpl,2lrs,multiprcsng)series.wav;newlocknew;2019;TexturaSonora;https://cdn.freesound.org/previews/514/514061_5828667-hq.mp3;Electrònic;Kbps360;True;2,31907
691690;drumhit_Kick7;DigitalUnderglow;2023;;https://cdn.freesound.org/previews/691/691690_14904072-hq.mp3;Foley;Kbps360;True;0,781247
620824;get yourself a shot.wav;theplax;2020;FrequenciaDeMostratge|CaptacioDeCamp|FoleyArt|SoDielgetic|AillamentAcustic|FontSonora;https://cdn.freesound.org/previews/620/620824_12172648-hq.mp3;Electrònic;Kbps128;True;5,88842
514057;blaster shot 8_2(Sytrus,rsmpl,2lrs,multiprcsng)series.wav;newlocknew;2021;;https://cdn.freesound.org/previews/514/514057_5828667-hq.mp3;Ambiental;Kbps96;True;2,16585
563334;Retro Print.wav;BaDoink;2024;LlenguatgeSonor|FrequenciaDeMostratge|MonoStereoAmbisonic|FoleyArt;https://cdn.freesound.org/previews/563/563334_2019171-hq.mp3;Mecànic;Kbps360;False;1,38932
693163;drumhit_snare20;DigitalUnderglow;2022;PaisatgeSonor|SoDielgetic|LlenguatgeSonor|FrequenciaDeMostratge;https://cdn.freesound.org/previews/693/693163_14904072-hq.mp3;Urbà;Kbps360;True;1,44444
516754;X-Shot Chaos Meteor Trigger;ImAFoley;2022;;https://cdn.freesound.org/previews/516/516754_7117640-hq.mp3;Natura;Kbps64;True;4,64827
691686;drumhit_Kick24;DigitalUnderglow;2024;;https://cdn.freesound.org/previews/691/691686_14904072-hq.mp3;Electrònic;Kbps64;True;0,642177
693179;drumhit_snare9;DigitalUnderglow;2023;PaisatgeSonor|LlenguatgeSonor|Postprocessament|SoDielgetic|FontSonora|CaptacioDeCamp;https://cdn.freesound.org/previews/693/693179_14904072-hq.mp3;Electrònic;Kbps360;True;0,581066
462360;alotf_shot_cymb2.wav;sdotlyre;2024;FontSonora|MonoStereoAmbisonic;https://cdn.freesound.org/previews/462/462360_9683817-hq.mp3;Ambiental;Kbps128;True;1,10671
462359;alotf_shot_cymb.wav;sdotlyre;2019;PaisatgeSonor|TexturaSonora|FontSonora|AillamentAcustic|CaptacioDeCamp;https://cdn.freesound.org/previews/462/462359_9683817-hq.mp3;Urbà;Kbps360;True;0,461542
691683;drumhit_Kick21;DigitalUnderglow;2022;FoleyArt|SoDielgetic|MonoStereoAmbisonic;https://cdn.freesound.org/previews/691/691683_14904072-hq.mp3;Urbà;Kbps128;True;0,25
691684;drumhit_Kick22;DigitalUnderglow;2020;FontSonora|Postprocessament|MonoStereoAmbisonic|FoleyArt|LlenguatgeSonor|SoDielgetic;https://cdn.freesound.org/previews/691/691684_14904072-hq.mp3;Ambiental;Kbps64;True;0,444444
514627;Retro, Shots.wav;LilMati;2020;FrequenciaDeMostratge|Postprocessament|LlenguatgeSonor|MonoStereoAmbisonic|FontSonora|FoleyArt;https://cdn.freesound.org/previews/514/514627_6142149-hq.mp3;Mecànic;Kbps96;True;1,45687
13251;snare rim shot.aif;ianhall;2020;LlenguatgeSonor|TexturaSonora;https://cdn.freesound.org/previews/13/13251_36719-hq.mp3;Electrònic;Kbps128;False;1,75471
691680;drumhit_Kick19;DigitalUnderglow;2021;MonoStereoAmbisonic|Postprocessament|FontSonora|PaisatgeSonor|AillamentAcustic|FoleyArt;https://cdn.freesound.org/previews/691/691680_14904072-hq.mp3;Foley;Kbps192;True;2,18181
169743;M1 Abrams Tank Engine and Shots (wOmBZerNccI);qubodup;2020;FrequenciaDeMostratge|AillamentAcustic|TexturaSonora|FontSonora|MonoStereoAmbisonic;https://cdn.freesound.org/previews/169/169743_71257-hq.mp3;Natura;Kbps64;True;8,00601
445348;FX - SHOT - Experimental gun 02;bolkmar;2018;SoDielgetic|Postprocessament|PaisatgeSonor|CaptacioDeCamp|EnvolventADSR;https://cdn.freesound.org/previews/445/445348_2927958-hq.mp3;Natura;Kbps64;False;0,65125
563331;Mini Boo.wav;BaDoink;2020;;https://cdn.freesound.org/previews/563/563331_2019171-hq.mp3;Foley;Kbps128;False;0,28
693162;drumhit_snare2;DigitalUnderglow;2022;;https://cdn.freesound.org/previews/693/693162_14904072-hq.mp3;Electrònic;Kbps64;True;3,11111
693161;drumhit_snare19;DigitalUnderglow;2019;MonoStereoAmbisonic|CaptacioDeCamp|FontSonora|Postprocessament;https://cdn.freesound.org/previews/693/693161_14904072-hq.mp3;Natura;Kbps128;True;0,7763719
563333;aTSnare.wav;BaDoink;2019;FrequenciaDeMostratge;https://cdn.freesound.org/previews/563/563333_2019171-hq.mp3;Electrònic;Kbps96;False;1,051
693159;drumhit_snare17;DigitalUnderglow;2023;AillamentAcustic|MonoStereoAmbisonic|SoDielgetic;https://cdn.freesound.org/previews/693/693159_14904072-hq.mp3;Natura;Kbps96;True;1,71347
693158;drumhit_snare16;DigitalUnderglow;2024;;https://cdn.freesound.org/previews/693/693158_14904072-hq.mp3;Urbà;Kbps96;True;0,71288
514046;blaster shot 10_5(Sytrus,rsmpl,2lrs,multiprcsng)single.wav;newlocknew;2023;FrequenciaDeMostratge|AillamentAcustic;https://cdn.freesound.org/previews/514/514046_5828667-hq.mp3;Foley;Kbps128;True;2,73141
693160;drumhit_snare18;DigitalUnderglow;2019;;https://cdn.freesound.org/previews/693/693160_14904072-hq.mp3;Mecànic;Kbps192;True;0,659093
7062;Sonic Valley Productions-22 Cal Semi - Single Shot.wav;deleted_user_2304;2018;;https://cdn.freesound.org/previews/7/7062_2304-hq.mp3;Mecànic;Kbps360;True;2,34535
798307;Rivesaltes - Bird Mono;Sadiquecat;2020;Postprocessament|PaisatgeSonor|FontSonora;https://cdn.freesound.org/previews/798/798307_5287430-hq.mp3;Mecànic;Kbps128;False;4,9795
507258;Bird Noise - 2.wav;SpaceJoe;2020;TexturaSonora;https://cdn.freesound.org/previews/507/507258_6150892-hq.mp3;Natura;Kbps96;True;1,72322
507257;Bird Noise - 1.wav;SpaceJoe;2022;FontSonora|AillamentAcustic|TexturaSonora|Postprocessament;https://cdn.freesound.org/previews/507/507257_6150892-hq.mp3;Foley;Kbps192;True;2,14535
507256;Bird Noise - 10.wav;SpaceJoe;2022;;https://cdn.freesound.org/previews/507/507256_6150892-hq.mp3;Urbà;Kbps192;True;2,99392
507259;Bird Noise - 15.wav;SpaceJoe;2018;CaptacioDeCamp|PaisatgeSonor|LlenguatgeSonor|FoleyArt;https://cdn.freesound.org/previews/507/507259_6150892-hq.mp3;Foley;Kbps360;True;2,71107
510189;bird1.wav;mrmicrowv;2024;MonoStereoAmbisonic|FontSonora;https://cdn.freesound.org/previews/510/510189_10228144-hq.mp3;Mecànic;Kbps192;True;1,00283
510187;bird3.wav;mrmicrowv;2021;CaptacioDeCamp|LlenguatgeSonor;https://cdn.freesound.org/previews/510/510187_10228144-hq.mp3;Mecànic;Kbps128;True;2,00342
244988;small bird 2;VitaminL;2022;PaisatgeSonor|AillamentAcustic|FoleyArt|Postprocessament;https://cdn.freesound.org/previews/244/244988_660090-hq.mp3;Ambiental;Kbps64;True;1,62499
484368;Bird - 1.wav;SpaceJoe;2024;TexturaSonora|SoDielgetic|FoleyArt|AillamentAcustic|CaptacioDeCamp;https://cdn.freesound.org/previews/484/484368_6150892-hq.mp3;Electrònic;Kbps360;True;1,63218
342162;starling bird short voice_02.mp3;Ragu21;2023;AillamentAcustic|PaisatgeSonor|LlenguatgeSonor|Postprocessament|EnvolventADSR;https://cdn.freesound.org/previews/342/342162_6099553-hq.mp3;Natura;Kbps96;True;0,152381
620536;wingbeat small bird  DeNoise 200506_0173.wav;klankbeeld;2023;FontSonora|SoDielgetic|EnvolventADSR;https://cdn.freesound.org/previews/620/620536_1648170-hq.mp3;Foley;Kbps192;True;3,49646
802702;250427-13h43 Bird flying by;Sadiquecat;2023;PaisatgeSonor|FontSonora|Postprocessament;https://cdn.freesound.org/previews/802/802702_5287430-hq.mp3;Electrònic;Kbps96;True;3,48635
342163;starling bird short voice_01.mp3;Ragu21;2021;PaisatgeSonor|Postprocessament;https://cdn.freesound.org/previews/342/342163_6099553-hq.mp3;Foley;Kbps360;True;0,316372
9325;bird tweet 2.aif;tigersound;2019;SoDielgetic|LlenguatgeSonor;https://cdn.freesound.org/previews/9/9325_23035-hq.mp3;Mecànic;Kbps192;True;0,623061
338280;bird1.wav;Andreas.Mustola;2021;FrequenciaDeMostratge|FoleyArt|MonoStereoAmbisonic|TexturaSonora|CaptacioDeCamp;https://cdn.freesound.org/previews/338/338280_1216015-hq.mp3;Electrònic;Kbps360;True;0,499229
581314;Bird - Pajaro 5.ogg;Lunevix;2020;FontSonora|CaptacioDeCamp|EnvolventADSR|AillamentAcustic|TexturaSonora|MonoStereoAmbisonic;https://cdn.freesound.org/previews/581/581314_4517415-hq.mp3;Natura;Kbps192;True;0,437375
517736;Bird Sound #1;danlucaz;2018;;https://cdn.freesound.org/previews/517/517736_9996727-hq.mp3;Urbà;Kbps192;False;3,46156
510939;Bird Honk - 2.wav;SpaceJoe;2024;PaisatgeSonor;https://cdn.freesound.org/previews/510/510939_6150892-hq.mp3;Urbà;Kbps64;True;0,835918
168438;Bird-Like-Chair-Squeak-2.flac;dland;2024;;https://cdn.freesound.org/previews/168/168438_274531-hq.mp3;Foley;Kbps128;False;1,85363
342161;starling bird short voice_03.mp3;Ragu21;2018;AillamentAcustic|EnvolventADSR;https://cdn.freesound.org/previews/342/342161_6099553-hq.mp3;Foley;Kbps192;True;0,497778
802718;250427-15h50 weird bird cry;Sadiquecat;2024;Postprocessament|TexturaSonora|FrequenciaDeMostratge|PaisatgeSonor|SoDielgetic|FontSonora;https://cdn.freesound.org/previews/802/802718_5287430-hq.mp3;Ambiental;Kbps64;True;0,550458
802073;Bird-Flyby XY;Sadiquecat;2021;SoDielgetic|TexturaSonora|FrequenciaDeMostratge|PaisatgeSonor|Postprocessament|LlenguatgeSonor;https://cdn.freesound.org/previews/802/802073_5287430-hq.mp3;Urbà;Kbps96;True;4,15167
816426;13550 crane bird scream;Robinhood76;2019;Postprocessament|SoDielgetic;https://cdn.freesound.org/previews/816/816426_321967-hq.mp3;Electrònic;Kbps64;True;1,66358
168436;Bird-Like-Chair-Squeak-4.flac;dland;2021;FrequenciaDeMostratge|CaptacioDeCamp|LlenguatgeSonor|FoleyArt|MonoStereoAmbisonic|FontSonora;https://cdn.freesound.org/previews/168/168436_274531-hq.mp3;Urbà;Kbps360;False;3,28494
507269;Bird Noise - 8.wav;SpaceJoe;2018;SoDielgetic|LlenguatgeSonor|MonoStereoAmbisonic|FoleyArt|FrequenciaDeMostratge|AillamentAcustic;https://cdn.freesound.org/previews/507/507269_6150892-hq.mp3;Mecànic;Kbps64;True;2,91993
754903;Spooky bird whistle;todorrobot;2023;AillamentAcustic;https://cdn.freesound.org/previews/754/754903_2493710-hq.mp3;Ambiental;Kbps192;True;2,688
802720;250427-15h57 Gergueil Bird;Sadiquecat;2020;MonoStereoAmbisonic|LlenguatgeSonor|TexturaSonora|FrequenciaDeMostratge|FoleyArt|Postprocessament;https://cdn.freesound.org/previews/802/802720_5287430-hq.mp3;Ambiental;Kbps128;True;7,44702
484367;Bird - 2.wav;SpaceJoe;2019;CaptacioDeCamp|MonoStereoAmbisonic;https://cdn.freesound.org/previews/484/484367_6150892-hq.mp3;Mecànic;Kbps96;True;1,90422
519061;bird05.wav;l0vebliss;2018;TexturaSonora|FoleyArt;https://cdn.freesound.org/previews/519/519061_3189774-hq.mp3;Ambiental;Kbps128;True;3,60267
389587;bit crunched flanged birds.aif;techyactor15;2024;FrequenciaDeMostratge|FoleyArt|EnvolventADSR|AillamentAcustic|TexturaSonora;https://cdn.freesound.org/previews/389/389587_4031233-hq.mp3;Natura;Kbps96;True;7,42737
389586;short birds high noise floor.aif;techyactor15;2019;FontSonora|AillamentAcustic;https://cdn.freesound.org/previews/389/389586_4031233-hq.mp3;Foley;Kbps192;True;7,42737
342160;starling bird short voice_04.mp3;Ragu21;2020;FontSonora|MonoStereoAmbisonic|FrequenciaDeMostratge|PaisatgeSonor|TexturaSonora;https://cdn.freesound.org/previews/342/342160_6099553-hq.mp3;Natura;Kbps64;True;0,708209
19628;BBG-E05-Birds.mp3;Freed;2018;FrequenciaDeMostratge|CaptacioDeCamp|MonoStereoAmbisonic|AillamentAcustic|Postprocessament|SoDielgetic;https://cdn.freesound.org/previews/19/19628_600-hq.mp3;Natura;Kbps64;True;5,05576
607887;Bem-te-vi bird 2.wav;joseneto.sound;2023;CaptacioDeCamp;https://cdn.freesound.org/previews/607/607887_7405868-hq.mp3;Mecànic;Kbps64;True;1,42078
484366;Bird - 3.wav;SpaceJoe;2021;Postprocessament|FrequenciaDeMostratge|AillamentAcustic|FoleyArt|SoDielgetic;https://cdn.freesound.org/previews/484/484366_6150892-hq.mp3;Electrònic;Kbps192;True;1,5463499
607888;Bem-te-vi bird 1.wav;joseneto.sound;2021;TexturaSonora|SoDielgetic|FoleyArt|Postprocessament|CaptacioDeCamp;https://cdn.freesound.org/previews/607/607888_7405868-hq.mp3;Electrònic;Kbps192;True;1,2643899
168439;Bird-Like-Chair-Squeak-1.flac;dland;2021;EnvolventADSR|PaisatgeSonor|SoDielgetic;https://cdn.freesound.org/previews/168/168439_274531-hq.mp3;Ambiental;Kbps192;False;1,79549
511094;Happy Bird Singing;se2001;2020;CaptacioDeCamp;https://cdn.freesound.org/previews/511/511094_8472935-hq.mp3;Ambiental;Kbps360;True;2,64528
338278;bird3.wav;Andreas.Mustola;2018;FontSonora|TexturaSonora|LlenguatgeSonor|FoleyArt|FrequenciaDeMostratge;https://cdn.freesound.org/previews/338/338278_1216015-hq.mp3;Electrònic;Kbps192;True;1,05651
473949;bird 3;norwayjohn;2024;FoleyArt|CaptacioDeCamp|Postprocessament|LlenguatgeSonor;https://cdn.freesound.org/previews/473/473949_1944470-hq.mp3;Mecànic;Kbps64;False;6,38113
510188;bird2.wav;mrmicrowv;2019;TexturaSonora|SoDielgetic|FontSonora|CaptacioDeCamp|FrequenciaDeMostratge;https://cdn.freesound.org/previews/510/510188_10228144-hq.mp3;Electrònic;Kbps64;True;2,89676
519058;bird01.wav;l0vebliss;2024;TexturaSonora|CaptacioDeCamp|AillamentAcustic|FontSonora|PaisatgeSonor;https://cdn.freesound.org/previews/519/519058_3189774-hq.mp3;Natura;Kbps128;True;3,86713
509293;Bird_Cherp_28.wav;xFromarge1;2023;AillamentAcustic;https://cdn.freesound.org/previews/509/509293_6759617-hq.mp3;Mecànic;Kbps64;True;1,59134
581313;Bird - Pajaro 6.ogg;Lunevix;2023;MonoStereoAmbisonic|SoDielgetic;https://cdn.freesound.org/previews/581/581313_4517415-hq.mp3;Foley;Kbps64;True;0,865375
517735;Bird Sound #2;danlucaz;2024;FoleyArt|PaisatgeSonor|LlenguatgeSonor|EnvolventADSR;https://cdn.freesound.org/previews/517/517735_9996727-hq.mp3;Ambiental;Kbps96;False;3,21039
507267;Bird Noise - 9.wav;SpaceJoe;2022;EnvolventADSR|PaisatgeSonor|FrequenciaDeMostratge|Postprocessament|SoDielgetic;https://cdn.freesound.org/previews/507/507267_6150892-hq.mp3;Ambiental;Kbps360;True;3,17234
338279;bird2.wav;Andreas.Mustola;2023;MonoStereoAmbisonic;https://cdn.freesound.org/previews/338/338279_1216015-hq.mp3;Mecànic;Kbps96;True;1,11456
801870;Unidentified bird XY - 250418-14h10ish Gergueil;Sadiquecat;2020;LlenguatgeSonor|FrequenciaDeMostratge|EnvolventADSR|FoleyArt|SoDielgetic|TexturaSonora;https://cdn.freesound.org/previews/801/801870_5287430-hq.mp3;Foley;Kbps192;True;4,50498
474354;An Unheard of Bird Call:;Mr.JJ;2021;FrequenciaDeMostratge;https://cdn.freesound.org/previews/474/474354_9977194-hq.mp3;Foley;Kbps64;True;6,63213
509321;Bird_Cherp_42.wav;xFromarge1;2020;TexturaSonora|PaisatgeSonor|CaptacioDeCamp|EnvolventADSR|AillamentAcustic|FrequenciaDeMostratge;https://cdn.freesound.org/previews/509/509321_6759617-hq.mp3;Electrònic;Kbps192;True;2,27404
811843;Bird Tweet 1;Aislink;2019;;https://cdn.freesound.org/previews/811/811843_1879886-hq.mp3;Ambiental;Kbps192;True;3,15
510190;bird5.wav;mrmicrowv;2022;AillamentAcustic|FrequenciaDeMostratge|CaptacioDeCamp|Postprocessament|LlenguatgeSonor|MonoStereoAmbisonic;https://cdn.freesound.org/previews/510/510190_10228144-hq.mp3;Foley;Kbps96;True;0,995057
510938;Bird Honk - 3.wav;SpaceJoe;2019;FoleyArt|SoDielgetic|Postprocessament|PaisatgeSonor;https://cdn.freesound.org/previews/510/510938_6150892-hq.mp3;Foley;Kbps128;True;1,541
244989;small bird 3;VitaminL;2020;TexturaSonora;https://cdn.freesound.org/previews/244/244989_660090-hq.mp3;Urbà;Kbps192;True;3
507255;Bird Noise - 11.wav;SpaceJoe;2019;MonoStereoAmbisonic|FoleyArt|FontSonora|FrequenciaDeMostratge;https://cdn.freesound.org/previews/507/507255_6150892-hq.mp3;Foley;Kbps96;True;4,23413
507266;Bird Noise - 7.wav;SpaceJoe;2024;CaptacioDeCamp|MonoStereoAmbisonic;https://cdn.freesound.org/previews/507/507266_6150892-hq.mp3;Urbà;Kbps96;True;3,1766899
519056;bird03.wav;l0vebliss;2022;LlenguatgeSonor|FrequenciaDeMostratge|SoDielgetic|PaisatgeSonor|CaptacioDeCamp;https://cdn.freesound.org/previews/519/519056_3189774-hq.mp3;Natura;Kbps96;True;4,86948
513712;single bird chirp - 1;Luke100000;2024;SoDielgetic|MonoStereoAmbisonic|TexturaSonora|PaisatgeSonor|CaptacioDeCamp|LlenguatgeSonor;https://cdn.freesound.org/previews/513/513712_3211895-hq.mp3;Mecànic;Kbps360;False;0,296213
513711;single bird chirp - 2;Luke100000;2019;Postprocessament|CaptacioDeCamp;https://cdn.freesound.org/previews/513/513711_3211895-hq.mp3;Urbà;Kbps96;False;0,385601
513710;single bird chirp - 3;Luke100000;2021;SoDielgetic|LlenguatgeSonor|FontSonora|Postprocessament|FrequenciaDeMostratge;https://cdn.freesound.org/previews/513/513710_3211895-hq.mp3;Ambiental;Kbps192;False;0,503061
510314;Happy Bird Chirp;se2001;2020;FoleyArt|MonoStereoAmbisonic|TexturaSonora|FontSonora;https://cdn.freesound.org/previews/510/510314_8472935-hq.mp3;Natura;Kbps192;True;3,56039
607890;Bem-te-vi bird far.wav;joseneto.sound;2024;CaptacioDeCamp|SoDielgetic|AillamentAcustic|LlenguatgeSonor|PaisatgeSonor;https://cdn.freesound.org/previews/607/607890_7405868-hq.mp3;Electrònic;Kbps64;True;8,92788
607886;Bem-te-vi bird 3.wav;joseneto.sound;2018;EnvolventADSR|SoDielgetic|FoleyArt|FontSonora|LlenguatgeSonor;https://cdn.freesound.org/previews/607/607886_7405868-hq.mp3;Electrònic;Kbps128;True;1,64036
338277;bird4.wav;Andreas.Mustola;2020;PaisatgeSonor;https://cdn.freesound.org/previews/338/338277_1216015-hq.mp3;Mecànic;Kbps64;True;0,371519
519055;bird04.wav;l0vebliss;2024;EnvolventADSR;https://cdn.freesound.org/previews/519/519055_3189774-hq.mp3;Foley;Kbps192;True;3,9086
500999;Bird - Pajaro 2.ogg;Lunevix;2019;TexturaSonora|EnvolventADSR;https://cdn.freesound.org/previews/500/500999_4517415-hq.mp3;Mecànic;Kbps96;True;0,90059
500998;Bird - Pajaro 3.ogg;Lunevix;2021;FrequenciaDeMostratge|LlenguatgeSonor|FoleyArt|TexturaSonora|SoDielgetic;https://cdn.freesound.org/previews/500/500998_4517415-hq.mp3;Urbà;Kbps192;True;1,15259
510191;bird4.wav;mrmicrowv;2020;AillamentAcustic|TexturaSonora;https://cdn.freesound.org/previews/510/510191_10228144-hq.mp3;Natura;Kbps360;True;2,53277
507264;Bird Noise - 6.wav;SpaceJoe;2021;AillamentAcustic;https://cdn.freesound.org/previews/507/507264_6150892-hq.mp3;Urbà;Kbps360;True;2,75456
