Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Idioma;NombreParaules;Editorial;ISBN_ISSN;Pagines;TipusProjeccio;Escala;RegioGeografica;DimensionsFisiques
260133;(Rip) R726, Photo of the Area of Florence Between the Piazza de la Stazione, Piazza Independenza, Cenacolo di Sta. Apollonia and la Colonna della Crocé al Trebbio,;Sol LeWitt American, 1928-2007;1976;AnalisiEspacial|RelleuITopografia|EscalaVisual|CartografiaHistorica|SistemesDInformacioGeografica;https://www.artic.edu/iiif/2/f2a23a75-1f3e-20e9-8e16-196ed2bb26e5/full/843,/0/default.jpg;Anglès;500;Institut Cartogràfic;978-1-84575-117-7;3;Mercator;1:250000;;90x120 cm
145316;Black and Tanned Your Whipped Wind of Change Howled Low Blowing Itself - Ha - Smack into the Middle of Duke Ellington's Orchestra Billie Heard It Too & Cried Strange Fruit Tears;Carrie Mae Weems American, born 1953;1995;CartografiaHistorica|EscalaVisual|RelleuITopografia;https://www.artic.edu/iiif/2/2fc76497-4b28-a066-529d-6f2526ae8462/full/843,/0/default.jpg;Alemany;1500;GeoPress;978-4-12883-275-1;2;Azimutal;1:10000;United States;90x120 cm
262181;Chicagoland Memorabilia and Map Collection;;1855;CartografiaHistorica|ProjeccioCartografica|DigitalitzacioDelTerreny|Georeferenciacio|XarxaGeodesica;https://www.artic.edu/iiif/2/342b2214-04d5-de63-b577-55a08a618960/full/843,/0/default.jpg;Anglès;500;National Geographic;978-1-95273-521-8;1;Conic;1:25000;;120x160 cm
210386;Still Life;Max Weber (American, born Białystok, Russian Empire, now Poland, 1881–1961);1911;ProjeccioCartografica|CartografiaHistorica|DigitalitzacioDelTerreny|Batimetria;https://www.artic.edu/iiif/2/9b978986-b3c3-18b1-539e-7df8d0949fab/full/843,/0/default.jpg;Anglès;1000;National Geographic;978-8-92615-328-2;4;Azimutal;1:25000;United States;90x120 cm
118597;Departure of Summer;Man Ray American, 1890–1976;1914;Batimetria|Georeferenciacio|LlegendaTematica|SistemesDInformacioGeografica|RelleuITopografia;https://www.artic.edu/iiif/2/79ebd91e-d0b0-d82e-446c-b33da86c4fb0/full/843,/0/default.jpg;Castellà;500;National Geographic;978-6-87770-139-4;1;Robinson;1:100000;United States;90x120 cm
60754;We Are Not Dismayed;MacDonald Gill (English, 1884-1947) printed by Waterlow and Sons Limited Lithographers;1928;XarxaGeodesica;https://www.artic.edu/iiif/2/30a566f6-9b10-bb3c-583c-e7a0a42c96c4/full/843,/0/default.jpg;Català;750;Institut Cartogràfic;978-6-31022-130-7;2;Mercator;1:10000;England;60x80 cm
20532;Bathers;Max Beckmann German, 1884-1950;1928;EscalaVisual;https://www.artic.edu/iiif/2/3773e53c-7f69-ee62-eb42-6ec1c718efbb/full/843,/0/default.jpg;Francès;1500;GeoPress;978-4-92330-190-0;2;Estereogràfica;1:250000;Germany;120x160 cm
65819;Mae West's Face which May be Used as a Surrealist Apartment;Salvador Dalí Spanish, 1904-1989;1934;Batimetria;https://www.artic.edu/iiif/2/ca291a36-df9c-0926-49d8-d700b402f5bf/full/843,/0/default.jpg;Castellà;1000;Editorial Maps;978-7-30057-697-7;2;Mercator;1:50000;Spain;100x140 cm
18630;Self-Portrait, Bust Facing Front;Max Slevogt German, 1868-1932;0;Batimetria|AnalisiEspacial|LlegendaTematica;https://www.artic.edu/iiif/2/aa6cb2b2-5a76-920f-32b2-b3863ecceec3/full/843,/0/default.jpg;Alemany;500;Editorial Maps;978-9-27552-523-5;4;Cilíndrica;1:50000;Germany;70x100 cm
118682;Self-Constructed Little Machine;Max Ernst American and French, born Germany, 1891-1976;1919;ProjeccioCartografica;https://www.artic.edu/iiif/2/1438c668-2b53-950f-f65e-9a96344abf22/full/843,/0/default.jpg;Anglès;2000;GeoPress;978-6-24231-907-8;2;Estereogràfica;1:10000;United States;60x80 cm
158460;Map of Parallel 52 North at a Scale of One Foot to One Degree;Hendl Helen Mirra  American, born 1970;1999;DigitalitzacioDelTerreny;https://www.artic.edu/iiif/2/a13f888e-e421-7b58-ecb1-1b23f122241d/full/843,/0/default.jpg;Francès;2000;National Geographic;978-8-53415-910-5;2;Mercator;1:100000;United States;70x100 cm
181223;Forest and Sun;Max Ernst American and French, born Germany, 1891-1976;1956;DadesVectorials;https://www.artic.edu/iiif/2/169718bb-f4d6-61c3-f62a-71ac41820dac/full/843,/0/default.jpg;Anglès;1000;National Geographic;978-7-11301-549-5;2;Cilíndrica;1:500000;France;90x120 cm
94333;A Photographic Map of Roads and Trench System in the Forest of Apremont, Region of Apremont;Photographic Section, U.S. Air Service, American Expeditionary Forces (AEF) and Major Edward J. Steichen, A.S.A. (American, born Luxembourg, 1879–1973);1119;Georeferenciacio|RelleuITopografia|CartografiaHistorica|ProjeccioCartografica;https://www.artic.edu/iiif/2/b3df4c96-4ab9-3351-9e02-db10bb12b457/full/843,/0/default.jpg;Alemany;1000;Institut Cartogràfic;978-5-90404-275-7;2;Cilíndrica;1:50000;United States;120x160 cm
271416;aberto pela aduana;Eustáquio Neves Brazilian, born 1955;2021;Batimetria|ProjeccioCartografica;https://www.artic.edu/iiif/2/1fab8297-893d-bd8c-b469-73c171421002/full/843,/0/default.jpg;Alemany;500;Editorial Maps;978-9-10621-237-6;1;Mercator;1:100000;;60x80 cm
20565;Hommage a Rimbaud;Max Ernst American and French, born Germany, 1891-1976;1961;Georeferenciacio|RelleuITopografia;https://www.artic.edu/iiif/2/b0ae0015-83d2-99c6-e137-cee5f642c05e/full/843,/0/default.jpg;Castellà;1000;Institut Cartogràfic;978-2-36957-277-5;2;Conic;1:500000;United States;70x100 cm
118687;Untitled (Birds);Max Ernst French, born Germany, 1891–1976;1924;AnalisiEspacial|XarxaGeodesica|Batimetria|LlegendaTematica|RelleuITopografia;https://www.artic.edu/iiif/2/28e63b46-0162-c93d-5370-f448ada5aa7f/full/843,/0/default.jpg;Anglès;500;GeoPress;978-5-84022-212-6;3;Mercator;1:100000;United States;120x160 cm
234652;Photo Index and Map;Harvard University, Institute of Geographic Exploration early 20th century;1947;DadesVectorials|Georeferenciacio|LlegendaTematica|DigitalitzacioDelTerreny|RelleuITopografia|XarxaGeodesica;https://www.artic.edu/iiif/2/324a288a-9fac-5f51-0ba9-559aa57b2b11/full/843,/0/default.jpg;Català;2000;National Geographic;978-7-23899-634-3;4;Estereogràfica;1:250000;United States;100x140 cm
111634;Chess Set;Man Ray American, 1890–1976;1927;RelleuITopografia;https://www.artic.edu/iiif/2/2fa63fff-604f-d1eb-122e-a7ddcd145207/full/843,/0/default.jpg;Francès;750;National Geographic;978-5-71790-787-6;3;Conic;1:100000;United States;120x160 cm
117379;Collage with text (Pie XI: La calvitie vous guette...);Max Ernst American and French, born Germany, 1891-1976;1929;DadesVectorials|Georeferenciacio|RelleuITopografia;https://www.artic.edu/iiif/2/7567961f-df14-956e-85f9-68f5d2eb2aac/full/843,/0/default.jpg;Francès;500;GeoPress;978-1-12503-301-6;1;Conic;1:500000;United States;120x160 cm
118690;Untitled (Loplop Presents);Max Ernst American and French, born Germany, 1891-1976;1932;Georeferenciacio|RelleuITopografia;https://www.artic.edu/iiif/2/4363580d-2a23-363d-acfc-1124063e72d7/full/843,/0/default.jpg;Anglès;750;Editorial Maps;978-6-29897-873-1;3;Conic;1:100000;United States;120x160 cm
18644;Tomahawks Thrown at a Dead Person Chained to a Tree;Max Slevogt (German, 1868-1932) James Fenimore Cooper (American, 1789-1851);1910;AnalisiEspacial|Batimetria|DadesVectorials|XarxaGeodesica|LlegendaTematica;https://www.artic.edu/iiif/2/151bebd5-7d31-07ff-5748-318ab0a5c722/full/843,/0/default.jpg;Anglès;500;Institut Cartogràfic;978-4-14969-913-9;2;Mercator;1:25000;Germany;70x100 cm
118689;Untitled (Loplop Presents);Max Ernst American and French, born Germany, 1891-1976;1932;CartografiaHistorica|LlegendaTematica|DadesVectorials|XarxaGeodesica|Georeferenciacio|SistemesDInformacioGeografica;https://www.artic.edu/iiif/2/22f5690e-0949-deef-2eef-7a260f4a3838/full/843,/0/default.jpg;Francès;2000;National Geographic;978-3-17939-653-0;3;Mercator;1:500000;United States;90x120 cm
50116;Self-Portrait;Max Beckmann German, 1884-1950;1917;DigitalitzacioDelTerreny|ProjeccioCartografica|CartografiaHistorica|RelleuITopografia;https://www.artic.edu/iiif/2/3cad9e9c-d00c-7061-abc3-aa8521453e78/full/843,/0/default.jpg;Anglès;1000;GeoPress;978-5-78111-227-8;2;Conic;1:250000;Germany;120x160 cm
47149;Mao;Andy Warhol American, 1928-1987;1972;DigitalitzacioDelTerreny|RelleuITopografia|DadesVectorials;https://www.artic.edu/iiif/2/97cb5c4b-cce5-c4d8-f303-613ce92832c7/full/843,/0/default.jpg;Anglès;750;Institut Cartogràfic;978-6-57691-304-4;1;Azimutal;1:500000;United States;70x100 cm
118692;Untitled (The Bird People);Max Ernst American and French, born Germany, 1891-1976;1942;AnalisiEspacial|ProjeccioCartografica|Batimetria;https://www.artic.edu/iiif/2/81b364d2-d800-dccf-dc74-9dc060aa5576/full/843,/0/default.jpg;Francès;500;GeoPress;978-4-53814-415-5;3;Conic;1:10000;United States;90x120 cm
118688;Marceline and Marie;Max Ernst American and French, born Germany, 1891-1976;1929;DadesVectorials|Georeferenciacio;https://www.artic.edu/iiif/2/c47296f8-d198-34e8-9e1b-a73fb3f80701/full/843,/0/default.jpg;Català;1000;Institut Cartogràfic;978-8-95980-432-8;3;Conic;1:25000;United States;60x80 cm
