Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Genere;BitrateKbps;EsStereo;DuradaSegons;Narrador;Idioma;Capitols
191;Jazz Fantasia;Carl Sandburg;1920;CulturaSonora;https://archive.org/compress/jazz_fantasia_librivox/formats=64KBPS MP3&file=/jazz_fantasia_librivox.zip;Misteri;Kbps192;True;1636;Carl Sandburg;English;17
192;Johnny Crow's Garden;L. Leslie Brooke;1903;;https://archive.org/compress/jcrow_garden_librivox/formats=64KBPS MP3&file=/jcrow_garden_librivox.zip;Ficció;Kbps360;True;196;L. Leslie Brooke;English;1
193;Aesop's Fables, Volume 03 (Fables 51-75);Aesop;1912;LletrAferit;https://archive.org/compress/aesop_fables_volume_three_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_three_librivox.zip;Ciència-ficció;Kbps192;True;1764;Aesop;English;24
194;Aesop's Fables, Volume 04 (Fables 76-100);Aesop;1912;VeuEnOff|LletrAferit;https://archive.org/compress/aesop_fables_volume_four_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_four_librivox.zip;Fantasia;Kbps64;True;1678;Aesop;English;25
195;Aesop's Fables, Volume 05 (Fables 101-125);Aesop;1912;DissenySonor|LletrAferit|ProduccioEditorial|NarracioIntegra|InterpretacioVocal|CulturaSonora;https://archive.org/compress/aesop_fables_volume_five_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_five_librivox.zip;Fantasia;Kbps360;True;1937;Aesop;English;25
196;Aesop's Fables, Volume 06 (Fables 126-150);Aesop;1912;NarracioIntegra|InterpretacioVocal|VeuNarrativa|LletrAferit;https://archive.org/compress/aesop_fables_volume_six_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_six_librivox.zip;Ficció;Kbps64;True;1869;Aesop;English;25
197;Aesop's Fables, Volume 07 (Fables 151-175);Aesop;1912;;https://archive.org/compress/aesop_fables_volume_seven_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_seven_librivox.zip;Històric;Kbps96;True;2013;Aesop;English;25
198;Aesop's Fables, Volume 08 (Fables 176-200);Aesop;1912;LletrAferit|LecturaEnCatala|InterpretacioVocal|AudioImmersiu;https://archive.org/compress/aesop_fables_volume_eight_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_eight_librivox.zip;Fantasia;Kbps192;True;1882;Aesop;English;25
199;Aesop's Fables, Volume 09 (Fables 201-225);Aesop;1912;CulturaSonora;https://archive.org/compress/aesop_fables_volume_nine_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_nine_librivox.zip;Fantasia;Kbps64;True;1837;Aesop;English;25
200;Alice's Adventures in Wonderland;Lewis Carroll;1865;InterpretacioVocal|LletrAferit|ProduccioEditorial|AudioImmersiu;https://archive.org/compress/alice_in_wonderland_librivox/formats=64KBPS MP3&file=/alice_in_wonderland_librivox.zip;Ciència-ficció;Kbps128;True;10731;Lewis Carroll;English;12
201;Amendments to the United States Constitution;United States Government;1791;;https://archive.org/compress/constitution_amendments_librivox/formats=64KBPS MP3&file=/constitution_amendments_librivox.zip;No-ficció;Kbps128;True;1179;United States Government;English;6
202;Amendments to the United States Constitution (version 2);United States Government;1791;CulturaSonora;https://archive.org/compress/amendments_2_librivox/formats=64KBPS MP3&file=/amendments_2_librivox.zip;Misteri;Kbps64;True;1447;United States Government;English;5
203;Danse Russe;William Carlos Williams;1917;DissenySonor|AudioImmersiu|NarracioIntegra|VeuEnOff;https://archive.org/compress/danse_russe_librivox/formats=64KBPS MP3&file=/danse_russe_librivox.zip;Fantasia;Kbps192;True;1024;William Carlos Williams;English;16
204;Personal Anthology of Shakespeare;William Shakespeare;0;DissenySonor;https://archive.org/compress/personal_anthology_shakespeare_librivox/formats=64KBPS MP3&file=/personal_anthology_shakespeare_librivox.zip;No-ficció;Kbps64;True;2013;William Shakespeare;English;20
205;Princess of Mars;Edgar Rice Burroughs;1912;;https://archive.org/compress/princess_of_mars_librivox/formats=64KBPS MP3&file=/princess_of_mars_librivox.zip;Misteri;Kbps64;True;25809;Edgar Rice Burroughs;English;29
206;おくのほそ道 (Oku no Hosomichi);Matsuo Bashō;1694;LecturaEnCatala;https://archive.org/compress/oku_no_hosomichi_librivox/formats=64KBPS MP3&file=/oku_no_hosomichi_librivox.zip;Ficció;Kbps64;True;4101;Matsuo Bashō;Japanese;5
207;Old Christmas;Washington Irving;1886;AudioImmersiu|VeuEnOff;https://archive.org/compress/oldchristmas/formats=64KBPS MP3&file=/oldchristmas.zip;Fantasia;Kbps128;True;6726;Washington Irving;English;5
208;On the Antiseptic Principle of the Practice of Surgery;Joseph Lister;1867;LletrAferit|CulturaSonora|EnregistramentEstudi|NarracioIntegra;https://archive.org/compress/antiseptic_principle_surgery_librivox/formats=64KBPS MP3&file=/antiseptic_principle_surgery_librivox.zip;Fantasia;Kbps64;True;1892;Joseph Lister;English;1
209;Fables de La Fontaine, livre 02;Jean de La Fontaine;1802;;https://archive.org/compress/fables_lafontaine_02_librivox/formats=64KBPS MP3&file=/fables_lafontaine_02_librivox.zip;Històric;Kbps64;True;2694;Jean de La Fontaine;French;20
210;Childhood - Детство;Leo Tolstoy;1852;ExperienciaAuditiva;https://archive.org/compress/childhood_russian_librivox/formats=64KBPS MP3&file=/childhood_russian_librivox.zip;No-ficció;Kbps360;True;12637;Leo Tolstoy;Russian;28
211;China and the Chinese;Herbert Allen Giles;1902;ProduccioEditorial|ExperienciaAuditiva|NarracioIntegra;https://archive.org/compress/china_chinese_librivox/formats=64KBPS MP3&file=/china_chinese_librivox.zip;Biografia;Kbps192;True;16149;Herbert Allen Giles;English;6
212;Columbus;Joaquin Miller;1900;InterpretacioVocal|EnregistramentEstudi|ProduccioEditorial|ExperienciaAuditiva|AudioImmersiu|VeuNarrativa;https://archive.org/compress/columbus_librivox/formats=64KBPS MP3&file=/columbus_librivox.zip;Ficció;Kbps64;True;887;Joaquin Miller;English;6
213;Country of the Pointed Firs;Sarah Orne Jewett;1896;CulturaSonora|VeuNarrativa|VeuEnOff|InterpretacioVocal|DissenySonor|NarracioIntegra;https://archive.org/compress/pointed_firs/formats=64KBPS MP3&file=/pointed_firs.zip;Històric;Kbps360;True;15923;Sarah Orne Jewett;English;21
214;Crome Yellow;Aldous Huxley;1921;DissenySonor|ExperienciaAuditiva|LletrAferit|CulturaSonora|InterpretacioVocal;https://archive.org/compress/crome_yellow_librivox/formats=64KBPS MP3&file=/crome_yellow_librivox.zip;Ciència-ficció;Kbps360;True;21957;Aldous Huxley;English;30
215;Daddy-Long-Legs;Jean Webster;1912;DissenySonor|LletrAferit;https://archive.org/compress/daddy-long-legs_librivox/formats=64KBPS MP3&file=/daddy-long-legs_librivox.zip;Ciència-ficció;Kbps360;True;13057;Jean Webster;English;9
216;Mother Night;James Weldon Johnson;1922;NarracioIntegra;https://archive.org/compress/mother_night_librivox/formats=64KBPS MP3&file=/mother_night_librivox.zip;Fantasia;Kbps360;True;1031;James Weldon Johnson;English;15
218;North of Boston;Robert Frost;1914;;https://archive.org/compress/north_of_boston_librivox/formats=64KBPS MP3&file=/north_of_boston_librivox.zip;No-ficció;Kbps192;True;6380;Robert Frost;English;4
219;Northanger Abbey;Jane Austen;1803;;https://archive.org/compress/northanger_abbey_librivox/formats=64KBPS MP3&file=/northanger_abbey_librivox.zip;Ciència-ficció;Kbps192;True;29522;Jane Austen;English;31
220;Notes from the Underground;Fyodor Dostoyevsky;1864;EnregistramentEstudi|LecturaEnCatala;https://archive.org/compress/notes_from_the_underground/formats=64KBPS MP3&file=/notes_from_the_underground.zip;Ciència-ficció;Kbps192;True;18389;Fyodor Dostoyevsky;English;20
221;O Canada!;Robert Stanley Weir;1880;EnregistramentEstudi|VeuNarrativa|ProduccioEditorial|ExperienciaAuditiva|LecturaEnCatala|DissenySonor;https://archive.org/compress/o_canada_librivox/formats=64KBPS MP3&file=/o_canada_librivox.zip;No-ficció;Kbps96;True;645;Robert Stanley Weir;English;10
222;O Captain! My Captain!;Walt Whitman;1865;LecturaEnCatala|EnregistramentEstudi;https://archive.org/compress/o_captain_librivox/formats=64KBPS MP3&file=/o_captain_librivox.zip;Misteri;Kbps64;True;1448;Walt Whitman;English;13
223;O Southland!;James Weldon Johnson;1922;CulturaSonora|LecturaEnCatala;https://archive.org/compress/o_southland_librivox/formats=64KBPS MP3&file=/o_southland_librivox.zip;Misteri;Kbps128;True;543;James Weldon Johnson;English;5
224;小倉百人一首 (Ogura Hyakunin Isshu);Teika no Fujiwara;1909;VeuNarrativa|LletrAferit;https://archive.org/compress/hyakunin_isshu_librivox/formats=64KBPS MP3&file=/hyakunin_isshu_librivox.zip;Fantasia;Kbps64;True;1967;Teika no Fujiwara;Japanese;10
225;Songs of Innocence and Experience;William Blake;1794;CulturaSonora|EnregistramentEstudi;https://archive.org/compress/songs_innocence_experience_librivox/formats=64KBPS MP3&file=/songs_innocence_experience_librivox.zip;Biografia;Kbps360;True;4915;William Blake;English;47
226;Sonnet 130;William Shakespeare;1609;LletrAferit|InterpretacioVocal|NarracioIntegra|EnregistramentEstudi|ExperienciaAuditiva|VeuEnOff;https://archive.org/compress/sonnet_130_librivox/formats=64KBPS MP3&file=/sonnet_130_librivox.zip;Fantasia;Kbps64;True;1241;William Shakespeare;English;17
227;Sonnet 023;William Shakespeare;1609;ProduccioEditorial;https://archive.org/compress/sonnet_23_librivox/formats=64KBPS MP3&file=/sonnet_23_librivox.zip;No-ficció;Kbps96;True;600;William Shakespeare;English;8
228;Sonnet 073;William Shakespeare;1609;;https://archive.org/compress/sonnet_73_librivox/formats=64KBPS MP3&file=/sonnet_73_librivox.zip;No-ficció;Kbps128;True;748;William Shakespeare;English;10
229;Shakespeare's Sonnets;William Shakespeare;1609;InterpretacioVocal|VeuNarrativa|ProduccioEditorial;https://archive.org/compress/sonnets_librivox/formats=64KBPS MP3&file=/sonnets_librivox.zip;Ciència-ficció;Kbps64;True;9861;William Shakespeare;English;17
230;Spirits in Bondage;C. S. Lewis;1919;;https://archive.org/compress/spirits_bondage_librivox/formats=64KBPS MP3&file=/spirits_bondage_librivox.zip;Històric;Kbps192;True;4675;C. S. Lewis;English;3
231;Struwwelpeter;Heinrich Hoffmann;1848;VeuEnOff|LletrAferit|CulturaSonora|NarracioIntegra|DissenySonor;https://archive.org/compress/struwwelpeter_eng_librivox/formats=64KBPS MP3&file=/struwwelpeter_eng_librivox.zip;Misteri;Kbps128;True;1278;Heinrich Hoffmann;English;1
232;Struwwelpeter (version 2);Heinrich Hoffmann;1848;;https://archive.org/compress/struwwelpeter_eng2_librivox/formats=64KBPS MP3&file=/struwwelpeter_eng2_librivox.zip;Biografia;Kbps64;True;1077;Heinrich Hoffmann;English;1
233;Sunshine Sketches of a Little Town;Stephen Leacock;1912;ExperienciaAuditiva|VeuNarrativa;https://archive.org/compress/sunshine_sketches_librivox/formats=64KBPS MP3&file=/sunshine_sketches_librivox.zip;Ficció;Kbps192;True;20635;Stephen Leacock;English;13
234;Our Island Story, Part 1;Henrietta Elizabeth Marshall;1905;LecturaEnCatala|AudioImmersiu|VeuNarrativa|EnregistramentEstudi|ExperienciaAuditiva|LletrAferit;https://archive.org/compress/our_island_story_1_librivox/formats=64KBPS MP3&file=/our_island_story_1_librivox.zip;Ciència-ficció;Kbps128;True;29137;Henrietta Elizabeth Marshall;English;54
235;Our Island Story, Part 2;Henrietta Elizabeth Marshall;1905;LecturaEnCatala|NarracioIntegra|CulturaSonora|VeuNarrativa|InterpretacioVocal;https://archive.org/compress/our_island_story_2_librivox/formats=64KBPS MP3&file=/our_island_story_2_librivox.zip;Històric;Kbps192;True;28116;Henrietta Elizabeth Marshall;English;57
236;One Hundred Verses from Old Japan;Teika no Fujiwara;1909;CulturaSonora|VeuNarrativa|EnregistramentEstudi|InterpretacioVocal;https://archive.org/compress/100_verses_japan_librivox/formats=64KBPS MP3&file=/100_verses_japan_librivox.zip;No-ficció;Kbps360;True;2944;Teika no Fujiwara;English;11
237;Ozymandias of Egypt;Percy Bysshe Shelley;1818;VeuNarrativa|EnregistramentEstudi|InterpretacioVocal|CulturaSonora;https://archive.org/compress/ozymandias_librivox/formats=64KBPS MP3&file=/ozymandias_librivox.zip;Biografia;Kbps64;True;1262;Percy Bysshe Shelley;English;16
238000;Philosophy and Fun of Algebra;Mary Everest Boole;1909;LletrAferit|ExperienciaAuditiva;https://archive.org/compress/philosophy_fun_algebra_librivox/formats=64KBPS MP3&file=/philosophy_fun_algebra_librivox.zip;Ficció;Kbps64;True;6074;Mary Everest Boole;English;18
239;Poet To His Love;Maxwell Bodenheim;1918;VeuEnOff;https://archive.org/compress/poet_to_his_love_librivox/formats=64KBPS MP3&file=/poet_to_his_love_librivox.zip;Biografia;Kbps64;True;580;Maxwell Bodenheim;English;13
240;Poetics;Aristotle;1909;InterpretacioVocal|NarracioIntegra|EnregistramentEstudi|ProduccioEditorial|VeuNarrativa;https://archive.org/compress/poetics_librivox/formats=64KBPS MP3&file=/poetics_librivox.zip;Històric;Kbps64;True;8629;Aristotle;English;11
241;Robinson Crusoe Written Anew for Children;James Baldwin;1905;InterpretacioVocal|DissenySonor|CulturaSonora;https://archive.org/compress/robinson_crusoe_anew_for_children_librivox/formats=64KBPS MP3&file=/robinson_crusoe_anew_for_children_librivox.zip;Històric;Kbps360;True;13260;James Baldwin;English;15
242;Reluctant Dragon;Kenneth Grahame;1898;CulturaSonora|VeuEnOff|DissenySonor|VeuNarrativa;https://archive.org/compress/reluctant_dragon_librivox/formats=64KBPS MP3&file=/reluctant_dragon_librivox.zip;Misteri;Kbps64;True;3402;Kenneth Grahame;English;1
243;Romeo and Juliet;William Shakespeare;1597;LecturaEnCatala;https://archive.org/compress/romeo_and_juliet_librivox/formats=64KBPS MP3&file=/romeo_and_juliet_librivox.zip;Biografia;Kbps128;True;10922;William Shakespeare;English;5
244;Sadhana, the Realisation of Life;Rabindranath Tagore;1913;NarracioIntegra;https://archive.org/compress/sadhana_realisation_librivox/formats=64KBPS MP3&file=/sadhana_realisation_librivox.zip;Biografia;Kbps64;True;15962;Rabindranath Tagore;English;8
245;Sara Crewe: or, What Happened at Miss Minchin’s Boarding School;Frances Hodgson Burnett;1888;VeuEnOff;https://archive.org/compress/sara_crewe_librivox/formats=64KBPS MP3&file=/sara_crewe_librivox.zip;Ciència-ficció;Kbps192;True;6902;Frances Hodgson Burnett;English;7
246;Sarrasine;Honoré de Balzac;1830;ProduccioEditorial|CulturaSonora|LletrAferit|LecturaEnCatala;https://archive.org/compress/sarrasine_librivox/formats=64KBPS MP3&file=/sarrasine_librivox.zip;Biografia;Kbps128;True;5943;Honoré de Balzac;English;1
247;Seven Little Australians;Ethel Turner;1894;ProduccioEditorial|InterpretacioVocal|NarracioIntegra;https://archive.org/compress/seven_little_australians_librivox/formats=64KBPS MP3&file=/seven_little_australians_librivox.zip;Ficció;Kbps96;True;15090;Ethel Turner;English;13
248;Short Poetry Collection 001;Various;0;CulturaSonora|InterpretacioVocal|ExperienciaAuditiva|LletrAferit|DissenySonor|LecturaEnCatala;https://archive.org/compress/short_poetry_001_librivox/formats=64KBPS MP3&file=/short_poetry_001_librivox.zip;Biografia;Kbps128;True;4770;Various;English;29
249;Short Poetry Collection 002;Various;0;InterpretacioVocal|ExperienciaAuditiva|CulturaSonora|DissenySonor|LletrAferit|LecturaEnCatala;https://archive.org/compress/shortpoetry_002_librivox/formats=64KBPS MP3&file=/shortpoetry_002_librivox.zip;Ficció;Kbps64;True;3479;Various;English;22
250;Short Poetry Collection 003;Various;0;ExperienciaAuditiva|LletrAferit|EnregistramentEstudi|VeuNarrativa|ProduccioEditorial;https://archive.org/compress/shortpoetry_003_librivox/formats=64KBPS MP3&file=/shortpoetry_003_librivox.zip;Ficció;Kbps360;True;2443;Various;English;20
251;Poezdka v Polesye;Ivan Turgenev;1852;;https://archive.org/compress/Poezdka_Polesye_librivox/formats=64KBPS MP3&file=/Poezdka_Polesye_librivox.zip;Ciència-ficció;Kbps360;True;2526;Ivan Turgenev;Russian;3
252;Present at a Hanging and Other Ghost Stories;Ambrose Bierce;1913;;https://archive.org/compress/hanging_librivox/formats=64KBPS MP3&file=/hanging_librivox.zip;Històric;Kbps360;True;7290;Ambrose Bierce;English;5
253;Pride and Prejudice;Jane Austen;1813;CulturaSonora|LletrAferit|VeuEnOff|AudioImmersiu|ExperienciaAuditiva;https://archive.org/compress/pride_and_prejudice_librivox/formats=64KBPS MP3&file=/pride_and_prejudice_librivox.zip;Biografia;Kbps128;True;47204;Jane Austen;English;37
254;Pride and Prejudice (version 2);Jane Austen;1813;AudioImmersiu|VeuNarrativa|ExperienciaAuditiva;https://archive.org/compress/solo_pride_librivox/formats=64KBPS MP3&file=/solo_pride_librivox.zip;Històric;Kbps128;True;48301;Jane Austen;English;35
255;Bible (WEB) 19: Psalms - Selections;World English Bible;0;NarracioIntegra|LecturaEnCatala|AudioImmersiu;https://archive.org/compress/psalms_selections_librivox/formats=64KBPS MP3&file=/psalms_selections_librivox.zip;Biografia;Kbps192;True;892;World English Bible;English;9
256;Psmith in the City;P. G. Wodehouse;1910;CulturaSonora|DissenySonor|LletrAferit;https://archive.org/compress/psmith_in_the_city/formats=64KBPS MP3&file=/psmith_in_the_city.zip;Ficció;Kbps64;True;21077;P. G. Wodehouse;English;14
257;Ragged Dick;Horatio Alger, Jr.;1867;AudioImmersiu;https://archive.org/compress/ragged_dick_librivox/formats=64KBPS MP3&file=/ragged_dick_librivox.zip;Històric;Kbps128;True;16667;Horatio Alger, Jr.;English;13
258;Recuerdo;Edna St. Vincent Millay;1922;AudioImmersiu|InterpretacioVocal|VeuEnOff|VeuNarrativa;https://archive.org/compress/recuerdo_librivox/formats=64KBPS MP3&file=/recuerdo_librivox.zip;Històric;Kbps128;True;856;Edna St. Vincent Millay;English;9
259;Richard Cory;Edwin Arlington Robinson;1922;InterpretacioVocal|AudioImmersiu|VeuEnOff;https://archive.org/compress/richard_cory_librivox/formats=64KBPS MP3&file=/richard_cory_librivox.zip;Misteri;Kbps128;True;888;Edwin Arlington Robinson;English;12
260;Rilla of Ingleside;Lucy Maud Montgomery;1921;VeuNarrativa|AudioImmersiu|DissenySonor;https://archive.org/compress/rilla_ingleside_librivox/formats=64KBPS MP3&file=/rilla_ingleside_librivox.zip;Biografia;Kbps64;True;31067;Lucy Maud Montgomery;English;35
261;Ghost Story Collection 001;Various;0;LecturaEnCatala|CulturaSonora|ProduccioEditorial|DissenySonor|NarracioIntegra;https://archive.org/compress/ghost_stories_001_librivox/formats=64KBPS MP3&file=/ghost_stories_001_librivox.zip;Biografia;Kbps192;True;16695;Various;English;10
262;Short Story Collection Vol. 006;Various;0;LecturaEnCatala|DissenySonor|ExperienciaAuditiva;https://archive.org/compress/stories_006_librivox/formats=64KBPS MP3&file=/stories_006_librivox.zip;Ciència-ficció;Kbps360;True;29685;Various;English;20
263;Life: Poem XXI A Book;Emily Dickinson;1906;VeuNarrativa|InterpretacioVocal|DissenySonor;https://archive.org/compress/life_poem_21_dickinson/formats=64KBPS MP3&file=/life_poem_21_dickinson.zip;Ciència-ficció;Kbps192;True;1438;Emily Dickinson;English;40
264;Lincoln at Cooper Union;Abraham Lincoln;1860;ProduccioEditorial|DissenySonor|VeuEnOff|VeuNarrativa|InterpretacioVocal;https://archive.org/compress/lincoln_cooper_librivox/formats=64KBPS MP3&file=/lincoln_cooper_librivox.zip;Biografia;Kbps128;True;3084;Abraham Lincoln;English;1
265;Little Wizard Stories of Oz;L. Frank Baum;1913;VeuEnOff|LletrAferit|InterpretacioVocal;https://archive.org/compress/little_wizard_stories_librivox/formats=64KBPS MP3&file=/little_wizard_stories_librivox.zip;Misteri;Kbps192;True;4335;L. Frank Baum;English;6
266;Long Poems Collection 001;Various;0;;https://archive.org/compress/long_poems_001_librivox/formats=64KBPS MP3&file=/long_poems_001_librivox.zip;Ciència-ficció;Kbps128;True;3601;Various;English;5
267;Long Poems Collection 002;Various;0;NarracioIntegra|EnregistramentEstudi|VeuEnOff;https://archive.org/compress/long_poems_002_librivox/formats=64KBPS MP3&file=/long_poems_002_librivox.zip;Històric;Kbps192;True;4241;Various;English;7
268;Love Conquers All;Robert C. Benchley;1922;ExperienciaAuditiva;https://archive.org/compress/love_conquers_all_librivox/formats=64KBPS MP3&file=/love_conquers_all_librivox.zip;Ciència-ficció;Kbps96;True;24782;Robert C. Benchley;English;13
269;Discourse on the Method of Rightly Conducting One’s Reason and of Seeking Truth;René Descartes;1637;ProduccioEditorial|NarracioIntegra|VeuEnOff|InterpretacioVocal|CulturaSonora;https://archive.org/compress/discourse_method_librivox/formats=64KBPS MP3&file=/discourse_method_librivox.zip;No-ficció;Kbps360;True;8993;René Descartes;English;6
270;Dorothy and the Wizard in Oz;L. Frank Baum;1908;LecturaEnCatala;https://archive.org/compress/dorothy_wizard_oz_librivox/formats=64KBPS MP3&file=/dorothy_wizard_oz_librivox.zip;Biografia;Kbps128;True;15344;L. Frank Baum;English;20
271;Dracula;Bram Stoker;1897;EnregistramentEstudi|NarracioIntegra|LecturaEnCatala|AudioImmersiu;https://archive.org/compress/dracula_librivox/formats=64KBPS MP3&file=/dracula_librivox.zip;Ciència-ficció;Kbps96;True;59469;Bram Stoker;English;27
272;Early Spring;Fay Inchfawn;1880;ProduccioEditorial|CulturaSonora;https://archive.org/compress/early_spring_librivox/formats=64KBPS MP3&file=/early_spring_librivox.zip;Biografia;Kbps128;True;584;Fay Inchfawn;English;8
273;Bible (ASV) 21: Ecclesiastes;American Standard Version;1901;EnregistramentEstudi|LecturaEnCatala|LletrAferit|InterpretacioVocal|NarracioIntegra;https://archive.org/compress/ecclesiastes_librivox/formats=64KBPS MP3&file=/ecclesiastes_librivox.zip;Històric;Kbps96;True;2452;American Standard Version;English;1
274;Embankment at Night, before the War: Outcasts;D. H. Lawrence;1916;AudioImmersiu|CulturaSonora|NarracioIntegra|ExperienciaAuditiva;https://archive.org/compress/embankment_outcasts_librivox/formats=64KBPS MP3&file=/embankment_outcasts_librivox.zip;No-ficció;Kbps128;True;1588;D. H. Lawrence;English;5
275;Euthyphro;Plato (Πλάτων);1891;LecturaEnCatala|CulturaSonora|NarracioIntegra|LletrAferit|VeuEnOff|EnregistramentEstudi;https://archive.org/compress/euthyphro_librivox/formats=64KBPS MP3&file=/euthyphro_librivox.zip;Ciència-ficció;Kbps192;True;2419;Plato (Πλάτων);English;1
276;Eve’s Diary;Mark Twain;1906;VeuNarrativa|ProduccioEditorial;https://archive.org/compress/eves_diary_librivox/formats=64KBPS MP3&file=/eves_diary_librivox.zip;Històric;Kbps360;True;2283;Mark Twain;English;3
277;Fables for the Frivolous;Guy Wetmore Carryl;1898;VeuNarrativa|LecturaEnCatala|ProduccioEditorial|NarracioIntegra|ExperienciaAuditiva|AudioImmersiu;https://archive.org/compress/frivolous_fables_librivox/formats=64KBPS MP3&file=/frivolous_fables_librivox.zip;Fantasia;Kbps192;True;3141;Guy Wetmore Carryl;English;20
278000;Silas Marner;George Eliot;1861;LecturaEnCatala|EnregistramentEstudi|CulturaSonora|InterpretacioVocal;https://archive.org/compress/silas_marner_librivox/formats=64KBPS MP3&file=/silas_marner_librivox.zip;No-ficció;Kbps96;True;24378;George Eliot;English;22
279;Main Street;Sinclair Lewis;1920;DissenySonor|ProduccioEditorial|VeuEnOff|VeuNarrativa|LecturaEnCatala|LletrAferit;https://archive.org/compress/main_street_0707_librivox/formats=64KBPS MP3&file=/main_street_0707_librivox.zip;Ciència-ficció;Kbps96;True;66286;Sinclair Lewis;English;40
280;Sayings of Confucius;Confucius 孔子;1914;CulturaSonora|LletrAferit|ProduccioEditorial|NarracioIntegra;https://archive.org/compress/sayings_of_confucius_librivox/formats=64KBPS MP3&file=/sayings_of_confucius_librivox.zip;Històric;Kbps360;True;11515;Confucius 孔子;English;21
281;Gerrard Street Mystery and Other Weird Tales;John Charles Dent;1888;ProduccioEditorial|AudioImmersiu;https://archive.org/compress/gerrard_street_0810_librivox/formats=64KBPS MP3&file=/gerrard_street_0810_librivox.zip;Ciència-ficció;Kbps192;True;19651;John Charles Dent;English;25
282;Insomnia Collection Vol. 003;Various;0;CulturaSonora|DissenySonor|ProduccioEditorial|LecturaEnCatala|ExperienciaAuditiva;https://archive.org/compress/insomnia3_1603_librivox/formats=64KBPS MP3&file=/insomnia3_1603_librivox.zip;Històric;Kbps64;True;56888;Various;English;20
283;Short Poetry Collection 004;Various;0;;https://archive.org/compress/shortpoetry_004_librivox/formats=64KBPS MP3&file=/shortpoetry_004_librivox.zip;Ficció;Kbps360;True;2995;Various;English;20
284;Short Poetry Collection 005;Various;0;LletrAferit|VeuEnOff|NarracioIntegra|LecturaEnCatala;https://archive.org/compress/shortpoetry_005_librivox/formats=64KBPS MP3&file=/shortpoetry_005_librivox.zip;Ciència-ficció;Kbps96;True;2890;Various;English;20
285;Short Poetry Collection 006;Various;0;ExperienciaAuditiva|InterpretacioVocal|LletrAferit|EnregistramentEstudi|LecturaEnCatala|CulturaSonora;https://archive.org/compress/shortpoetry_006_librivox/formats=64KBPS MP3&file=/shortpoetry_006_librivox.zip;No-ficció;Kbps360;True;2515;Various;English;20
286;Short Poetry Collection 007;Various;0;;https://archive.org/compress/shortpoetry_007_librivox/formats=64KBPS MP3&file=/shortpoetry_007_librivox.zip;Ficció;Kbps128;True;2233;Various;English;20
287;Short Poetry Collection 008;Various;0;ProduccioEditorial|ExperienciaAuditiva|LletrAferit|CulturaSonora;https://archive.org/compress/shortpoetry_008_librivox/formats=64KBPS MP3&file=/shortpoetry_008_librivox.zip;Ficció;Kbps128;True;3513;Various;English;20
288;Short Poetry Collection 009;Various;0;LletrAferit|ExperienciaAuditiva|CulturaSonora|InterpretacioVocal|NarracioIntegra|ProduccioEditorial;https://archive.org/compress/short_poetry_009_librivox/formats=64KBPS MP3&file=/short_poetry_009_librivox.zip;Històric;Kbps360;True;2659;Various;Multilingual;20
289;Short Poetry Collection 010;Various;0;;https://archive.org/compress/shortpoetry_010_librivox/formats=64KBPS MP3&file=/shortpoetry_010_librivox.zip;Ficció;Kbps128;True;3176;Various;English;20
290;Short Poetry Collection 011;Various;0;;https://archive.org/compress/shortpoetry_011librivox/formats=64KBPS MP3&file=/shortpoetry_011librivox.zip;Fantasia;Kbps360;True;2083;Various;English;20
291;Short Poetry Collection 012;Various;0;AudioImmersiu|VeuNarrativa|CulturaSonora|NarracioIntegra;https://archive.org/compress/shortpoetry_012_librivox/formats=64KBPS MP3&file=/shortpoetry_012_librivox.zip;Biografia;Kbps128;True;1973;Various;English;20
292;Short Poetry Collection 013;Various;0;EnregistramentEstudi;https://archive.org/compress/shortpoetry_013_librivox/formats=64KBPS MP3&file=/shortpoetry_013_librivox.zip;Misteri;Kbps128;True;3108;Various;English;20
293;Short Poetry Collection 014;Various;0;EnregistramentEstudi|VeuNarrativa|VeuEnOff|ExperienciaAuditiva;https://archive.org/compress/shortpoetry_014_librivox/formats=64KBPS MP3&file=/shortpoetry_014_librivox.zip;Misteri;Kbps360;True;2142;Various;English;20
294;Short Poetry Collection 015;Various;0;VeuEnOff;https://archive.org/compress/shortpoetry_015_librivox/formats=64KBPS MP3&file=/shortpoetry_015_librivox.zip;Ficció;Kbps96;True;1363;Various;English;20
295;Short Poetry Collection 016;Various;0;;https://archive.org/compress/shortpoetry_016_librivox/formats=64KBPS MP3&file=/shortpoetry_016_librivox.zip;Ficció;Kbps360;True;1626;Various;English;20
296;Short Story Collection Vol. 001;Various;0;CulturaSonora;https://archive.org/compress/stories_001_librivox/formats=64KBPS MP3&file=/stories_001_librivox.zip;Ciència-ficció;Kbps96;True;20352;Various;English;10
